patch_id,original_image_id,interaction_category,semantic_category,interaction_bbox
3212,2025000003,trigger,button,"[226, 268, 146, 66]"
3213,2025000003,trigger,button,"[404, 262, 112, 56]"
3214,2025000003,select,button,"[226, 268, 146, 66]"
3215,2025000003,select,button,"[404, 262, 112, 56]"
3216,2025000004,grip,glass,"[180, 395, 141, 145]"
3217,2025000004,grip,glass,"[318, 343, 96, 139]"
3218,2025000004,grip,glass,"[454, 338, 44, 122]"
3219,2025000004,grip,glass,"[475, 311, 36, 103]"
3220,2025000004,grip,glass,"[529, 316, 59, 93]"
3221,2025000004,grip,glass,"[556, 292, 51, 79]"
3222,2025000004,trigger,juice button,"[617, 62, 33, 32]"
3223,2025000004,trigger,juice button,"[688, 72, 35, 31]"
3224,2025000004,press,juice button,"[617, 62, 33, 32]"
3225,2025000004,press,juice button,"[688, 72, 35, 31]"
3226,2025000004,hold,glass,"[556, 292, 51, 79]"
3227,2025000004,hold,glass,"[529, 316, 60, 93]"
3228,2025000004,hold,glass,"[475, 311, 36, 103]"
3229,2025000004,hold,glass,"[454, 338, 44, 122]"
3230,2025000004,hold,glass,"[318, 343, 96, 139]"
3231,2025000004,hold,glass,"[180, 395, 141, 145]"
3232,2025000005,hold,glass,"[148, 190, 120, 228]"
3233,2025000005,grip,glass,"[148, 190, 120, 228]"
3234,2025000005,press,juice button,"[439, 116, 43, 46]"
3235,2025000005,press,juice button,"[545, 146, 24, 33]"
3236,2025000005,trigger,juice button,"[439, 116, 43, 46]"
3237,2025000005,trigger,juice button,"[545, 146, 24, 33]"
3238,2025000006,grip,glass,"[261, 176, 105, 272]"
3239,2025000006,hold,glass,"[261, 176, 105, 272]"
3240,2025000006,trigger,juice button,"[570, 126, 51, 56]"
3241,2025000006,trigger,juice button,"[715, 128, 75, 63]"
3242,2025000006,press,juice button,"[570, 126, 51, 56]"
3243,2025000006,press,juice button,"[715, 128, 75, 63]"
3244,2025000007,trigger,button,"[470, 198, 45, 23]"
3245,2025000007,trigger,button,"[470, 232, 46, 22]"
3246,2025000007,trigger,button,"[469, 285, 110, 23]"
3247,2025000007,select,button,"[470, 198, 45, 23]"
3248,2025000007,select,button,"[470, 232, 45, 22]"
3249,2025000007,select,button,"[469, 285, 110, 23]"
3250,2025000008,press,button,"[570, 342, 85, 62]"
3251,2025000008,select,button,"[485, 242, 105, 29]"
3252,2025000008,hold,button,"[319, 248, 170, 176]"
3253,2025000008,grip,button,"[319, 248, 170, 176]"
3254,2025000008,trigger,button,"[485, 242, 105, 29]"
3255,2025000008,trigger,button,"[570, 342, 85, 62]"
3256,2025000009,grip,bottle,"[114, 374, 105, 164]"
3257,2025000009,grip,bottle,"[271, 313, 63, 126]"
3258,2025000009,grip,bottle,"[377, 279, 47, 109]"
3259,2025000009,grip,glass,"[521, 376, 23, 32]"
3260,2025000009,grip,glass,"[568, 396, 26, 36]"
3261,2025000009,grip,glass,"[615, 419, 31, 40]"
3262,2025000009,grip,glass,"[670, 449, 34, 41]"
3263,2025000009,grip,glass,"[716, 441, 36, 38]"
3264,2025000009,grip,glass,"[738, 491, 43, 45]"
3265,2025000009,grip,glass,"[795, 488, 45, 44]"
3266,2025000009,grip,glass,"[524, 350, 23, 27]"
3267,2025000009,grip,glass,"[567, 365, 24, 31]"
3268,2025000009,grip,glass,"[610, 383, 26, 35]"
3269,2025000009,grip,glass,"[658, 408, 29, 36]"
3270,2025000009,hold,bottle,"[114, 374, 104, 164]"
3271,2025000009,hold,bottle,"[271, 313, 63, 126]"
3272,2025000009,hold,bottle,"[377, 279, 47, 109]"
3273,2025000009,hold,glass,"[521, 376, 23, 31]"
3274,2025000009,hold,glass,"[524, 350, 24, 27]"
3275,2025000009,hold,glass,"[568, 396, 26, 36]"
3276,2025000009,hold,glass,"[567, 365, 24, 31]"
3277,2025000009,hold,glass,"[615, 419, 31, 40]"
3278,2025000009,hold,glass,"[610, 383, 26, 35]"
3279,2025000009,hold,glass,"[658, 408, 29, 35]"
3280,2025000009,hold,glass,"[670, 449, 34, 41]"
3281,2025000009,hold,glass,"[716, 441, 36, 38]"
3282,2025000009,hold,glass,"[738, 491, 43, 45]"
3283,2025000009,hold,glass,"[795, 488, 45, 43]"
3284,2025000010,grip,glass,"[339, 288, 109, 146]"
3285,2025000010,grip,glass,"[460, 268, 95, 131]"
3286,2025000010,grip,glass,"[580, 295, 72, 132]"
3287,2025000010,grip,glass,"[698, 297, 114, 123]"
3288,2025000010,grip,glass,"[765, 278, 106, 110]"
3289,2025000010,grip,mushroom,"[462, 71, 199, 203]"
3290,2025000010,trigger,mushroom,"[462, 71, 199, 203]"
3291,2025000010,hold,mushroom,"[462, 71, 199, 203]"
3292,2025000010,squeeze,mushroom,"[462, 71, 199, 203]"
3293,2025000010,hold,glass,"[339, 288, 109, 146]"
3294,2025000010,hold,glass,"[460, 268, 95, 131]"
3295,2025000010,hold,glass,"[580, 295, 72, 132]"
3296,2025000010,hold,glass,"[698, 297, 114, 123]"
3297,2025000010,hold,glass,"[764, 278, 107, 110]"
3298,2057000001,trigger,option,"[201, 136, 51, 40]"
3299,2057000001,trigger,option,"[257, 136, 45, 37]"
3300,2057000001,trigger,option,"[241, 182, 41, 34]"
3301,2057000001,trigger,menu,"[243, 353, 65, 67]"
3302,2057000001,trigger,menu,"[353, 299, 62, 68]"
3303,2057000001,trigger,menu,"[461, 327, 64, 64]"
3304,2057000001,trigger,option,"[375, 405, 90, 100]"
3315,2057000002,trigger,option,"[393, 456, 158, 47]"
3316,2057000003,trigger,menu,"[347, 259, 70, 210]"
3317,2057000003,trigger,object,"[429, 254, 210, 64]"
3318,2057000003,trigger,option,"[482, 499, 103, 35]"
3319,2057000004,grip,apple,"[227, 314, 52, 45]"
3320,2057000005,grip,light switch,"[485, 253, 57, 55]"
3321,2057000006,grip,refrigerator,"[393, 190, 201, 280]"
3324,2057000007,grip,plate,"[468, 216, 128, 68]"
3325,2057000008,grip,cutting board,"[580, 129, 187, 88]"
3326,2057000008,grip,microwave,"[341, 0, 209, 130]"
3327,2057000008,touch (reachable),button,"[496, 66, 14, 11]"
3328,2057000009,grip,spoon,"[292, 392, 98, 20]"
3329,2057000009,grip,chopsticks,"[545, 414, 137, 26]"
3330,2057000009,grip,knife,"[440, 419, 125, 21]"
3331,2057000009,grip,bottle,"[417, 252, 46, 98]"
3332,2057000009,grip,cup,"[442, 322, 65, 92]"
3333,2057000009,grip,bowl,"[588, 292, 101, 73]"
3334,2057000009,grip,fork,"[600, 382, 130, 19]"
3335,2057000009,grip,drawer,"[300, 451, 55, 29]"
3336,2057000010,grip,pot,"[186, 337, 303, 143]"
3337,2057000011,grip,blender,"[441, 290, 208, 250]"
3338,2057000012,grip,diamond,"[525, 111, 70, 89]"
3339,2057000013,grip,stove,"[282, 286, 44, 37]"
3340,2057000013,grip,stove,"[338, 302, 45, 40]"
3341,2057000013,grip,stove,"[471, 340, 50, 46]"
3342,2057000013,grip,stove,"[400, 320, 47, 42]"
3343,2057000013,fire,stove,"[338, 213, 44, 31]"
3344,2057000013,fire,stove,"[476, 240, 69, 45]"
3345,2057000013,fire,stove,"[397, 169, 52, 27]"
3346,2057000013,fire,stove,"[508, 185, 74, 37]"
3350,2057000013,spin,stove,"[282, 286, 44, 37]"
3351,2057000013,spin,stove,"[338, 302, 45, 40]"
3352,2057000013,spin,stove,"[400, 320, 47, 42]"
3353,2057000013,spin,stove,"[471, 340, 50, 46]"
3354,2057000014,grip,window curtain,"[480, 53, 151, 487]"
3355,2057000015,grip,air conditioner,"[370, 118, 466, 177]"
3356,2057000016,grip,chair,"[43, 337, 340, 203]"
3357,2057000016,grip,table,"[223, 154, 456, 312]"
3358,2057000017,grip,clothes clip,"[429, 259, 43, 58]"
3359,2057000017,grip,table,"[193, 138, 606, 398]"
3360,2057000018,grip,clothes hamper,"[319, 206, 409, 334]"
3361,2057000019,grip,dresser,"[217, 171, 575, 360]"
3363,2057000020,grip,table,"[322, 196, 425, 344]"
3364,2057000021,grip,dress,"[403, 320, 153, 152]"
3365,2057000022,grip,boots,"[216, 226, 252, 314]"
3366,2057000023,grip,lamb,"[328, 115, 246, 239]"
3367,2057000024,grip,closet,"[64, 16, 562, 522]"
3368,2057000025,grip,lamb,"[491, 276, 103, 128]"
3369,2057000026,grip,bed,"[191, 166, 289, 227]"
3370,2057000026,grip,bed,"[459, 255, 501, 283]"
3371,2057000026,grip,bed,"[302, 273, 168, 126]"
3372,2057000026,grip,bed,"[426, 219, 106, 67]"
3373,2057000027,grip,bookcase,"[324, 48, 373, 490]"
3374,2057000027,grip,plant,"[661, 259, 132, 262]"
3375,2057000028,grip,clock,"[471, 280, 90, 49]"
3376,2057000028,grip,clothes,"[635, 227, 95, 51]"
3377,2057000028,grip,book,"[599, 268, 68, 52]"
3378,2057000028,grip,blanket,"[709, 290, 195, 96]"
3379,2057000029,grip,box,"[316, 134, 261, 286]"
3380,2057000030,grip,plant,"[302, 85, 196, 232]"
3381,2057000031,grip,lamb,"[497, 141, 176, 158]"
3382,2057000032,grip,faucet,"[535, 266, 27, 15]"
3383,2057000032,grip,faucet,"[606, 270, 30, 16]"
3385,2057000032,grip,toothbrush,"[342, 270, 45, 33]"
3386,2057000032,grip,toothpaste,"[345, 294, 89, 38]"
3387,2057000032,grip,soap,"[408, 252, 64, 35]"
3388,2057000032,grip,sink,"[416, 263, 348, 183]"
3389,2057000033,grip,comb,"[450, 243, 266, 138]"
3390,2057000033,grip,electric shaver,"[324, 344, 127, 63]"
3391,2057000034,grip,bath ball,"[139, 228, 160, 147]"
3392,2057000034,grip,towel,"[320, 177, 300, 332]"
3393,2057000034,grip,coat hanger,"[352, 146, 61, 69]"
3394,2057000035,grip,shower,"[255, 279, 44, 91]"
3395,2057000035,drip,shower,"[214, 82, 133, 66]"
3396,2057000035,grip,conditioner,"[286, 258, 23, 52]"
3397,2057000036,grip,toilet,"[343, 0, 271, 538]"
3399,2057000037,grip,bathtub,"[280, 277, 358, 201]"
3400,2057000038,grip,basketball hoop,"[385, 117, 119, 353]"
3401,2057000039,grip,scooter,"[378, 125, 280, 409]"
3402,2057000040,grip,skateboard,"[389, 288, 95, 212]"
3403,2057000041,grip,jersey,"[314, 177, 292, 143]"
3404,2057000042,grip,boxing gloves,"[278, 307, 91, 111]"
3405,2057000042,grip,baseball glove,"[222, 216, 110, 77]"
3406,2057000042,grip,football,"[348, 269, 102, 50]"
3407,2057000042,grip,golf club,"[453, 274, 50, 266]"
3408,2057000042,grip,football helmet,"[536, 340, 205, 196]"
3410,2057000043,grip,hat,"[525, 303, 105, 68]"
3411,2057000044,grip,basketball,"[453, 125, 165, 163]"
3412,2057000045,grip,bat,"[482, 365, 160, 41]"
3413,2057000046,grip,sob blade,"[653, 203, 234, 200]"
3414,2057000046,grip,chisel,"[613, 237, 25, 177]"
3415,2057000046,grip,hammer,"[527, 256, 77, 172]"
3416,2057000046,grip,caliper,"[337, 283, 186, 99]"
3417,2057000046,grip,allen key,"[373, 167, 38, 92]"
3418,2057000046,grip,hacksaw,"[486, 73, 314, 117]"
3419,2057000047,grip,car,"[267, 221, 478, 319]"
3420,2057000048,grip,cardboard box,"[327, 309, 78, 68]"
3421,2057000048,grip,groove,"[413, 237, 22, 127]"
3422,2057000048,grip,bucket,"[451, 312, 38, 52]"
3423,2057000048,grip,anvil,"[489, 237, 100, 49]"
3424,2057000049,grip,cigarette,"[423, 398, 56, 43]"
3425,2057000049,grip,ashtray,"[398, 369, 41, 31]"
3426,2057000049,grip,binocular,"[455, 279, 63, 38]"
3427,2057000049,grip,bird house,"[555, 243, 47, 56]"
3428,2057000049,grip,chain,"[598, 305, 40, 25]"
3429,2057000050,grip,order machine,"[215, 45, 180, 282]"
3430,2057000051,grip,cash register,"[399, 93, 97, 130]"
3431,2057000051,grip,napkin dispenser,"[133, 189, 91, 65]"
3432,2057000052,grip,bag,"[516, 87, 94, 122]"
3433,2057000052,grip,straw,"[450, 383, 65, 81]"
3434,2057000053,grip,lettuce,"[211, 395, 87, 36]"
3435,2057000053,grip,tomato,"[314, 384, 84, 50]"
3436,2057000053,grip,onion,"[410, 394, 66, 35]"
3437,2057000053,grip,bread,"[446, 346, 61, 38]"
3438,2057000053,grip,cooked hamburger patty,"[517, 362, 60, 31]"
3439,2057000053,grip,bread,"[550, 340, 56, 25]"
3440,2057000053,grip,burger,"[307, 299, 73, 67]"
3441,2057000053,grip,napkin,"[393, 307, 89, 44]"
3442,2057000053,grip,sauce,"[668, 236, 43, 110]"
3443,2057000053,grip,bag,"[477, 231, 73, 99]"
3444,2057000053,grip,box,"[559, 292, 61, 52]"
3446,2057000054,grip,deep fryer,"[737, 272, 223, 139]"
3447,2057000055,grip,faucet,"[473, 94, 177, 247]"
3448,2057000055,grip,sink,"[509, 343, 263, 133]"
3449,2057000056,grip,trash can,"[490, 293, 100, 163]"
3457,2057000058,grip,cooked egg,"[420, 254, 76, 35]"
3458,2057000058,grip,cooked hamburger patty,"[522, 235, 59, 31]"
3459,2057000058,grip,cooked bacon,"[599, 222, 80, 20]"
3460,2057000059,grip,raw bacon,"[337, 316, 78, 19]"
3461,2057000059,grip,raw hamburger patty,"[426, 313, 51, 23]"
3462,2057000059,grip,waffle,"[479, 311, 72, 27]"
3463,2057000059,grip,bowl,"[531, 266, 65, 52]"
3464,2057000059,grip,ice cream,"[652, 266, 74, 41]"
3465,2057000060,grip,ice cream machine,"[331, 135, 243, 405]"
3467,2057000061,grip,refrigerator,"[338, 62, 258, 478]"
3468,2057000062,grip,cup,"[326, 278, 121, 230]"
3469,2057000062,grip,cup,"[532, 305, 52, 103]"
3471,2057000062,grip,tray,"[594, 236, 263, 121]"
3472,2057000062,grip,cup,"[461, 305, 59, 138]"
3473,2057000063,grip,box,"[226, 290, 280, 139]"
3474,2057000064,grip,box,"[516, 260, 68, 74]"
3475,2057000064,grip,box,"[630, 324, 69, 67]"
3476,2057000064,grip,box,"[719, 347, 179, 117]"
3477,2057000064,grip,cash register,"[192, 42, 171, 123]"
3478,2057000065,grip,napkin,"[438, 285, 37, 37]"
3479,2057000066,grip,booth,"[0, 95, 457, 436]"
3480,2057000066,grip,booth,"[294, 225, 309, 313]"
3481,2057000067,grip,soda,"[766, 104, 102, 163]"
3482,2057000067,grip,French fries,"[657, 162, 88, 110]"
3483,2057000067,grip,saucebox,"[477, 173, 66, 64]"
3484,2057000068,grip,burger,"[454, 264, 53, 62]"
3485,2057000069,grip,chicken legs,"[384, 310, 74, 40]"
3486,2057000069,grip,ribs,"[481, 298, 90, 59]"
3487,2057000069,grip,pancakes,"[589, 305, 61, 29]"
3488,2057000069,grip,soda,"[379, 280, 36, 41]"
3489,2057000070,grip,saucebox,"[331, 281, 138, 81]"
3490,2057000071,grip,trash can,"[452, 247, 134, 221]"
3491,2057000071,grip,trash can,"[577, 267, 179, 262]"
3492,2057000072,grip,trash can,"[413, 263, 176, 275]"
3493,2057000073,grip,trash can,"[430, 209, 118, 175]"
3494,2057000074,grip,door,"[353, 58, 281, 480]"
3495,2057000075,grip,faucet,"[393, 334, 93, 84]"
3496,2057000075,grip,sink,"[297, 314, 343, 226]"
3497,2057000075,grip,toilet paper,"[727, 176, 201, 166]"
3498,2057000076,grip,mirror,"[361, 0, 205, 349]"
3499,2057000077,grip,toilet,"[347, 249, 248, 269]"
3500,2057000078,grip,bar stool,"[344, 301, 109, 185]"
3501,2057000078,grip,table,"[369, 181, 229, 98]"
3502,2057000079,grip,guitar stand,"[345, 415, 97, 53]"
3503,2057000079,grip,acoustic guitar,"[353, 192, 88, 234]"
3504,2057000079,grip,drum kit,"[439, 262, 44, 44]"
3505,2057000079,grip,drum kit,"[488, 261, 46, 44]"
3506,2057000079,grip,drum kit,"[449, 308, 89, 89]"
3507,2057000079,grip,microphone,"[537, 228, 59, 240]"
3508,2057000079,grip,record,"[535, 181, 61, 73]"
3509,2057000080,grip,picture,"[287, 150, 417, 390]"
3510,2057000081,grip,amplifier,"[352, 287, 216, 253]"
3511,2057000081,grip,microphone,"[540, 172, 108, 75]"
3512,2057000081,grip,electric guitar,"[442, 0, 120, 292]"
3513,2057000082,grip,bar stool,"[493, 204, 68, 132]"
3514,2057000083,grip,beer,"[569, 332, 37, 130]"
3515,2057000083,grip,beer,"[401, 409, 125, 47]"
3516,2057000083,grip,cup,"[389, 305, 63, 61]"
3517,2057000084,grip,straw,"[322, 326, 181, 168]"
3518,2057000085,grip,menu,"[442, 321, 70, 32]"
3519,2057000086,grip,wine,"[353, 235, 37, 59]"
3520,2057000086,grip,wine,"[421, 235, 68, 58]"
3521,2057000086,grip,wine,"[393, 233, 18, 61]"
3522,2057000086,grip,alcohol,"[375, 164, 28, 53]"
3523,2057000086,grip,alcohol,"[563, 164, 16, 56]"
3524,2057000086,grip,wine,"[612, 162, 41, 59]"
3525,2057000086,grip,beer,"[536, 249, 61, 42]"
3526,2057000086,grip,alcohol,"[639, 238, 56, 53]"
3527,2057000087,grip,shelf,"[460, 212, 96, 253]"
3528,2057000088,grip,box,"[385, 266, 181, 192]"
3529,2057000089,grip,mannequin,"[495, 196, 135, 344]"
3530,2057000090,grip,tennis racket,"[597, 289, 296, 251]"
3531,2057000090,grip,tennis racket,"[467, 284, 130, 256]"
3532,2057000090,grip,tennis racket,"[275, 277, 179, 263]"
3533,2057000090,grip,tennis racket,"[0, 272, 334, 246]"
3534,2057000090,grip,mannequin,"[267, 105, 101, 154]"
3535,2057000090,grip,mannequin,"[396, 124, 70, 139]"
3536,2057000090,grip,mannequin,"[492, 136, 70, 128]"
3537,2057000090,grip,mannequin,"[575, 125, 115, 144]"
3538,2057000091,grip,dumbbell,"[422, 289, 187, 152]"
3539,2057000091,grip,kettlebell,"[642, 258, 169, 213]"
3540,2057000092,grip,boxing gloves,"[373, 292, 103, 42]"
3541,2057000092,grip,boxing gloves,"[492, 299, 115, 46]"
3542,2057000092,grip,punching pad,"[604, 270, 119, 99]"
3543,2057000093,grip,rugby ball,"[406, 234, 59, 34]"
3544,2057000093,grip,basketball,"[520, 234, 45, 38]"
3545,2057000093,grip,soccer,"[625, 239, 44, 37]"
3546,2057000093,grip,basketball,"[408, 338, 44, 43]"
3547,2057000093,grip,rugby ball,"[512, 341, 48, 37]"
3548,2057000093,grip,baseball glove,"[608, 342, 34, 38]"
3549,2057000093,grip,baseball,"[648, 368, 17, 15]"
3550,2057000093,grip,soccer,"[405, 445, 45, 48]"
3551,2057000093,grip,football,"[509, 460, 51, 31]"
3552,2057000093,grip,basketball,"[614, 447, 43, 42]"
3553,2057000094,grip,snowboard,"[730, 216, 109, 321]"
3554,2057000094,grip,snowboard,"[650, 212, 90, 321]"
3555,2057000094,grip,surfboard,"[155, 328, 472, 140]"
3556,2057000095,grip,mannequin,"[340, 209, 163, 331]"
3559,2057000096,grip,longboard,"[395, 257, 117, 30]"
3560,2057000096,grip,longboard,"[532, 263, 144, 37]"
3561,2057000096,grip,longboard,"[720, 281, 240, 46]"
3562,2057000096,grip,longboard,"[703, 377, 251, 48]"
3563,2057000096,grip,longboard,"[712, 404, 248, 59]"
3564,2057000097,grip,shirt,"[214, 142, 405, 396]"
3565,2057000097,grip,shirt,"[613, 162, 200, 302]"
3566,2057000097,grip,shirt,"[796, 170, 134, 224]"
3567,2057000098,grip,shirt,"[469, 220, 154, 147]"
3568,2057000098,grip,shirt,"[350, 230, 115, 127]"
3570,2057000099,grip,hat,"[510, 423, 49, 40]"
3571,2057000100,grip,golf club,"[401, 229, 111, 23]"
3572,2057000100,grip,golf club,"[468, 247, 154, 27]"
3573,2057000100,grip,golf club,"[418, 280, 126, 21]"
3574,2057000100,grip,golf bag,"[360, 312, 65, 115]"
3575,2057000100,grip,golf bag,"[422, 315, 69, 129]"
3576,2057000100,grip,golf bag,"[491, 320, 75, 145]"
3577,2057000100,grip,golf bag,"[575, 326, 91, 165]"
3578,2057000101,grip,tennis racket bag,"[354, 184, 42, 151]"
3579,2057000101,grip,tennis racket bag,"[414, 174, 54, 164]"
3580,2057000101,grip,tennis racket bag,"[513, 156, 71, 215]"
3581,2057000101,grip,tennis racket bag,"[615, 138, 100, 241]"
3582,2057000101,grip,dolf bag,"[345, 358, 79, 54]"
3583,2057000101,grip,dolf bag,"[430, 383, 106, 68]"
3584,2057000101,grip,dolf bag,"[556, 413, 147, 106]"
3585,2057000102,grip,basketball,"[513, 406, 53, 50]"
3586,2057000103,grip,punching bag,"[116, 180, 119, 342]"
3587,2057000103,grip,speed bag,"[450, 251, 46, 65]"
3588,2057000104,grip,ab wheel,"[208, 324, 61, 50]"
3589,2057000104,grip,kettlebell,"[370, 319, 31, 32]"
3590,2057000104,grip,kettlebell,"[352, 374, 41, 50]"
3591,2057000104,grip,exercise ball,"[553, 324, 167, 160]"
3592,2057000104,grip,yoga mat,"[482, 270, 92, 78]"
3593,2057000105,grip,kettlebell,"[449, 323, 27, 45]"
3594,2057000105,grip,kettlebell,"[502, 341, 29, 49]"
3595,2057000105,grip,kettlebell,"[489, 284, 90, 72]"
3596,2057000106,grip,dumbbell,"[118, 335, 163, 97]"
3597,2057000106,grip,dumbbell,"[266, 246, 105, 70]"
3598,2057000106,grip,dumbbell,"[285, 319, 86, 67]"
3599,2057000106,grip,dumbbell,"[370, 326, 57, 52]"
3600,2057000106,grip,dumbbell,"[470, 257, 49, 46]"
3601,2057000106,grip,dumbbell,"[526, 247, 74, 59]"
3602,2057000106,grip,dumbbell,"[438, 305, 89, 86]"
3603,2057000106,grip,dumbbell,"[531, 313, 77, 71]"
3604,2057000107,grip,weight,"[614, 385, 58, 155]"
3605,2057000107,grip,weight,"[557, 434, 59, 99]"
3606,2057000107,grip,weight,"[348, 218, 89, 98]"
3607,2057000107,grip,weight,"[344, 319, 55, 53]"
3608,2057000107,grip,bench press,"[558, 317, 102, 56]"
3609,2057000107,grip,barbell,"[382, 187, 430, 76]"
3610,2057000107,grip,barbell,"[400, 117, 313, 30]"
3611,2057000108,grip,step platform,"[396, 297, 420, 241]"
3612,2057000109,grip,leg curl,"[244, 308, 238, 227]"
3613,2057000109,grip,leg curl,"[404, 306, 174, 159]"
3614,2057000109,grip,leg curl,"[497, 0, 146, 322]"
3615,2057000110,grip,barbell,"[348, 232, 238, 34]"
3616,2057000110,grip,weight,"[374, 294, 29, 56]"
3617,2057000110,grip,weight,"[504, 274, 35, 46]"
3618,2057000111,grip,leg press,"[416, 209, 126, 68]"
3619,2057000111,grip,leg press,"[471, 356, 162, 75]"
3620,2057000112,grip,treadmill,"[392, 176, 263, 320]"
3621,2057000112,grip,stationary bike,"[603, 203, 143, 180]"
3622,2057000113,grip,cross trainer,"[416, 192, 159, 348]"
3623,2057000114,grip,computer monitor,"[503, 0, 204, 173]"
3624,2057000115,grip,fire alarm,"[257, 221, 98, 140]"
3625,2057000115,grip,volunteer board,"[396, 168, 384, 299]"
3626,2057000116,grip,security scanner,"[329, 187, 152, 353]"
3627,2057000116,grip,security scanner,"[493, 191, 59, 156]"
3628,2057000117,grip,bowl,"[439, 291, 98, 65]"
3629,2057000117,grip,box,"[404, 384, 69, 78]"
3630,2057000117,grip,book,"[468, 402, 83, 86]"
3631,2057000118,grip,bowl,"[478, 214, 65, 34]"
3632,2057000118,grip,rubik's cube,"[399, 307, 23, 22]"
3633,2057000118,grip,notebook,"[478, 317, 70, 41]"
3634,2057000118,grip,book,"[508, 367, 38, 86]"
3635,2057000118,grip,book,"[403, 421, 55, 63]"
3636,2057000118,grip,box,"[490, 451, 50, 71]"
3637,2057000119,grip,carrot,"[580, 301, 125, 102]"
3638,2057000119,grip,pizza,"[547, 265, 95, 72]"
3639,2057000119,grip,orange,"[496, 326, 47, 54]"
3640,2057000119,grip,sandwich,"[456, 268, 88, 65]"
3641,2057000119,grip,pear,"[438, 240, 28, 44]"
3642,2057000119,grip,cup,"[394, 313, 76, 100]"
3643,2057000119,grip,banana,"[99, 369, 147, 50]"
3644,2057000119,grip,bowl,"[325, 258, 105, 77]"
3645,2057000119,grip,burger,"[323, 226, 73, 50]"
3646,2057000119,grip,apple,"[275, 315, 51, 45]"
3648,2057000119,grip,spoon,"[93, 323, 99, 19]"
3649,2057000119,grip,knife,"[118, 309, 96, 13]"
3650,2057000119,grip,plate,"[150, 235, 138, 63]"
3651,2057000119,grip,fork,"[243, 228, 67, 9]"
3652,2057000119,eat,banana,"[99, 369, 147, 50]"
3653,2057000119,eat,carrot,"[580, 301, 124, 103]"
3654,2057000119,eat,pizza,"[547, 265, 94, 73]"
3655,2057000119,eat,sandwich,"[456, 268, 88, 64]"
3656,2057000119,eat,orange,"[497, 326, 46, 54]"
3657,2057000119,eat,pear,"[438, 240, 28, 44]"
3658,2057000119,eat,burger,"[323, 226, 73, 50]"
3659,2057000119,eat,apple,"[275, 315, 51, 45]"
3660,2057000119,eat,cooked egg,"[223, 280, 96, 59]"
3661,2057000120,grip,refrigerator,"[419, 194, 160, 235]"
3662,2057000120,grip,refrigerator,"[412, 424, 165, 116]"
3663,2057000120,grip,trash can,"[349, 468, 63, 72]"
3664,2057000120,grip,drawer,"[579, 223, 152, 96]"
3665,2057000120,grip,drawer,"[803, 240, 157, 88]"
3666,2057000121,grip,pear,"[230, 357, 36, 52]"
3667,2057000121,grip,apple,"[266, 343, 40, 38]"
3668,2057000121,grip,banana,"[244, 384, 137, 48]"
3669,2057000121,grip,pizza,"[407, 370, 86, 64]"
3670,2057000121,grip,sandwich,"[345, 334, 63, 43]"
3671,2057000121,grip,knife,"[427, 270, 87, 87]"
3672,2057000121,grip,carrot,"[522, 356, 72, 21]"
3673,2057000121,grip,cup,"[525, 299, 45, 38]"
3674,2057000121,grip,plant,"[536, 255, 36, 51]"
3675,2057000121,eat,pear,"[230, 357, 36, 52]"
3676,2057000121,eat,apple,"[267, 343, 39, 38]"
3677,2057000121,eat,banana,"[244, 384, 137, 48]"
3678,2057000121,eat,sandwich,"[345, 334, 63, 43]"
3679,2057000121,eat,pizza,"[407, 370, 86, 64]"
3680,2057000121,eat,carrot,"[522, 356, 72, 21]"
3681,2057000122,grip,plate,"[328, 323, 149, 82]"
3682,2057000122,grip,plate,"[475, 314, 107, 87]"
3683,2057000122,grip,knife,"[415, 352, 85, 70]"
3684,2057000122,grip,spoon,"[344, 413, 101, 25]"
3685,2057000122,grip,fork,"[484, 413, 19, 33]"
3686,2057000122,grip,faucet,"[379, 238, 41, 22]"
3687,2057000122,grip,faucet,"[509, 233, 38, 21]"
3688,2057000122,grip,cooked egg,"[764, 376, 101, 77]"
3689,2057000122,eat,cooked egg,"[764, 376, 101, 78]"
3690,2057000123,grip,microwave,"[93, 111, 350, 208]"
3691,2057000123,grip,toaster,"[454, 190, 108, 144]"
3692,2057000123,grip,bread,"[488, 354, 85, 87]"
3693,2057000123,grip,knife,"[591, 277, 165, 48]"
3694,2057000123,grip,steak,"[695, 335, 138, 90]"
3695,2057000123,grip,cutting board,"[606, 320, 318, 153]"
3696,2057000123,grip,bottle,"[826, 256, 85, 80]"
3698,2057000123,touch (reachable),button,"[369, 293, 31, 17]"
3699,2057000123,eat,steak,"[694, 334, 140, 91]"
3700,2057000123,eat,bread,"[488, 353, 85, 87]"
3701,2057000124,grip,plate,"[111, 345, 175, 109]"
3702,2057000124,grip,pot,"[281, 299, 166, 101]"
3703,2057000124,grip,pan,"[485, 270, 127, 43]"
3704,2057000124,grip,stove,"[379, 459, 46, 43]"
3705,2057000124,grip,stove,"[453, 445, 43, 40]"
3706,2057000124,grip,stove,"[520, 431, 43, 38]"
3707,2057000124,grip,stove,"[581, 419, 42, 36]"
3708,2057000124,fire,stove,"[531, 332, 56, 42]"
3710,2057000125,touch (reachable),number,"[63, 312, 88, 63]"
3711,2057000126,grip,candle,"[403, 259, 19, 39]"
