×Ü¹²ÕÒ²»µ½Æ¥ÅäµÄ patch ÊýÁ¿: 567

Í¼Æ¬ ID: 1026760006, Interaction ±ê×¢: {'id': 10, 'image_id': 1026760006, 'category_id': 6, 'segmentation': {'size': [540, 960], 'counts': 'loi52d`0k0XO7I6K4L3M4L3M4L3N2M3N2O1M3N2O1N2N1O2N1O2N101N100O2O0O101N100O2O000O10001O000O1000000000000O10O2O00000O1000000O101O0O100O2O0O101N100O2O0O2O0O2N2O0O2M3N2N2N3N1M3N3M2N2M3L5K5K5L3K6K7EVh_8'}, 'bbox': [352, 335, 92, 99], 'area': 9108, 'iscrowd': 1}
Í¼Æ¬ ID: 2057000057, Interaction ±ê×¢: {'id': 3450, 'image_id': 2057000057, 'category_id': 2, 'segmentation': {'size': [540, 960], 'counts': 'Tdc57a`05L4N1O2N2O1O1N2O001O01O001O001N2O2M3N3K6HdPk9'}, 'bbox': [340, 329, 22, 26], 'area': 572, 'iscrowd': 1}
Í¼Æ¬ ID: 2057000057, Interaction ±ê×¢: {'id': 3451, 'image_id': 2057000057, 'category_id': 2, 'segmentation': {'size': [540, 960], 'counts': 'iYm67a`08J4M2N2O1N2O001O1N2O001O01O001O001O001O1N2O1N3M3L5K6HcU^8'}, 'bbox': [419, 347, 28, 31], 'area': 868, 'iscrowd': 1}
Í¼Æ¬ ID: 2057000057, Interaction ±ê×¢: {'id': 3452, 'image_id': 2057000057, 'category_id': 2, 'segmentation': {'size': [540, 960], 'counts': 'Pjf88b`04L4K6L3M2O1O1N2O001O001N2O001O001O0001O001O001O001O1N101O1O0O3M2N3L4L5K4Lb\\_6'}, 'bbox': [528, 373, 38, 37], 'area': 1406, 'iscrowd': 1}
Í¼Æ¬ ID: 2057000057, Interaction ±ê×¢: {'id': 3453, 'image_id': 2057000057, 'category_id': 42, 'segmentation': {'size': [540, 960], 'counts': 'YfS85e`05L7J9F3k@XOR>i0lAYOS>g0mAZOR>f0nA[OQ>e0oA\\OP>d0PB\\Oo=f0PBYOP>l0lATOS>Q1iAoNW>R1hAnNX>S1gAlNZ>K]AQ18TOe>n0XAROi>S1QAoNn>1SA?MD_?;a@F^?;a@F^?l001O1O1O1O0IaNo@a1n>8O10O0010O001N101O1O010O01O10O0O2D<O2O0O2O1O1OO10000O100O100O100O101O00011VNaAS1c>gN_A\\1b>]NaAd1k>001O000000001O1N3M1G9N2O1000O100O1O1O2OO100N2H8O1O2N2N2O00dMQBk1o=UNTBh1k=XNWBg1h=ZNYBn0MSOi=1ZBh04TO_=6^B><ZOV=9^B;>\\OT=8_B9`0^OQ=KWBO0O:a0f0Fh<LoB9?Fe<4jB5e>K[A5d>L\\A3e>M\\A0f>0T1N101K5OR]i5'}, 'bbox': [492, 219, 116, 102], 'area': 11832, 'iscrowd': 1}
Í¼Æ¬ ID: 2057000057, Interaction ±ê×¢: {'id': 3454, 'image_id': 2057000057, 'category_id': 43, 'segmentation': {'size': [540, 960], 'counts': 'Tdc57a`05L4N1O2O1N2O1O0O2O10O001O1N2N2O1N7Db_ONeSm9'}, 'bbox': [340, 329, 19, 26], 'area': 494, 'iscrowd': 1}
Í¼Æ¬ ID: 2057000057, Interaction ±ê×¢: {'id': 3455, 'image_id': 2057000057, 'category_id': 43, 'segmentation': {'size': [540, 960], 'counts': 'iYm67a`08J4M2N2O1N2O001O1O1O0O2O01O001O001O1O0O2O1O1N3M4K5Jaf^8'}, 'bbox': [419, 347, 27, 31], 'area': 837, 'iscrowd': 1}
Í¼Æ¬ ID: 2057000057, Interaction ±ê×¢: {'id': 3456, 'image_id': 2057000057, 'category_id': 43, 'segmentation': {'size': [540, 960], 'counts': 'Pjf87c`05K4L5K4M2O1O1N2O001O001N2O001O001O0001O001O001O001O1N101O1O1N2N2N3L5K4L5Ka\\_6'}, 'bbox': [528, 373, 38, 37], 'area': 1406, 'iscrowd': 1}
Í¼Æ¬ ID: 2057000060, Interaction ±ê×¢: {'id': 3466, 'image_id': 2057000060, 'category_id': 20, 'segmentation': {'size': [540, 960], 'counts': '_kd65e`05gM2kA<d0C_=e1lA]NS>g1iAZNU>W201N1000001N2O100O0002N2N00O1N2M3L4K5J6L3I5O2O3L4J6KBbCgLZ<m2jCmLN5V<m2]DSMb;o1mCYNc0H_;o1PDWNc0I];P2QDUNc0J\\;P2SDUNd0HZ;o1VDYNS=c1QC]No<`1TC`Nl<^1VCbNj<Y1[CgNe<U1_CkNa<R1bCnN^<m0gCSOY<i0kCWO]OFf;l0TE^OUOHf;e0ZECoNJf;=jD\\OjN08?<Ii;IcC3[16lN98Gm;FZE<_Nf0KYO\\<EYE=`NX1V<[NZE=_NY1W<ZNZE=^N[1W<XN[E=]N]1W<VN\\E>[N^1X<TN]E>ZN`1X<RN^Ec2a:]M^Ee2\\<10hMlAf1X<lMaE=ZNe1U<nMaE<\\Ne1o=\\NPBd1P>^NmAc1S>^NlAb1S>d01O00TN[MbEc2_:]MaEb2`:^M`E_2_<01O01NSOiAiN01^<DUEa1hNaNH8[<FPEe1XOdNh;GlDo0eNGh0Bh;HfDm1CZNg;IdDn1GXNh<j1[CUNb<m1`CQNa;MYDT2n<lMPCe1XOiNh=BmBg1]OfN[>Y1iAgNU>Z1lAfNQ>[1QBeNa0GZ<g1UCbNa0HV<j1XC^Na0JR<m1\\CZN`0JR<P2[CYN?JT<o1\\CXOc<i0]CXOa<2]CnN2P1`<OcCPOMR1_<KgCSOHT1a<FjCVODV1a<BmCT1R<kNoCV1P<hNRDY1m;eNUD\\1j;iMcC:g0m1f;]N]Dc1d;UNcDk1];QNgDP2X;nMjDR2X;jMjDU2o<000000O2L3O2N3N4PO]A_Oe>]OZAf0b0@Q>i0QBVOk=o0VBPOi=P1XBPOg=Q1YBoNe=R1\\BmNb=U1`BiN_=X1P11O2O01F91N2O1O1N1O1N30N20O000O100000O2O1O100N3M200N3M2O2N2N2M3N2N3M3M3L6KRQ_6'}, 'bbox': [403, 211, 164, 152], 'area': 24928, 'iscrowd': 1}
Í¼Æ¬ ID: 2057000062, Interaction ±ê×¢: {'id': 3470, 'image_id': 2057000062, 'category_id': 2, 'segmentation': {'size': [540, 960], 'counts': 'fjd9b0V`08K3L4M3N1N1O001O01N2O1O10O100000001O0O2O001O001O0O2O001O001O0010O01O0100O010O01O01O10O01O001O00001O0010O01O1N101N2M3N3M2M3N3M2L4M4K5KaaQ5'}, 'bbox': [585, 331, 68, 52], 'area': 3536, 'iscrowd': 1}
Í¼Æ¬ ID: 2057000096, Interaction ±ê×¢: {'id': 3557, 'image_id': 2057000096, 'category_id': 2, 'segmentation': {'size': [540, 960], 'counts': 'j]\\65e`04L3N101N101N10000O2O001O1O1O1O0001O000O01H\\OX@d0e?;O1O2N101N2O1O1O0000000000O101O000001O0010O02N1OO10001N1O100O1001O000001O0001O000001O01O00001O00001N101O000010O1O0000O1000000O11O1O2N0O2O0000000O101N1O1O1O1O1O2O0O1N2GS@Bn?=900O2O0O1O100O2N1O1O2N2N_a^7'}, 'bbox': [387, 335, 120, 49], 'area': 5880, 'iscrowd': 1}
Í¼Æ¬ ID: 2057000096, Interaction ±ê×¢: {'id': 3558, 'image_id': 2057000096, 'category_id': 2, 'segmentation': {'size': [540, 960], 'counts': 'Phe89b`04K3N2N101N101N101O000B]Ob@e0[?_Oc@a0\\?Ac@?[?Dd@<\\?Eb@<]?c0O001O1O00001O0001O00000O1000001O0001O000001O0001O0001O01O1O1OROg@:Y?Eg@<X?Dh@<X?d001O2N00O10000000000000001O0001O00001O00001O001O1O00O10000O2O00001O0001O000000000010O00000001O010O0000001O00000001O001O000000001O0O10001O0SOh@6X?Jh@6X?Jh@6Y?Hi@7W?Ii@7W?Ij@6W?Ij@6V?Jj@6V?Jj@6W?Hk@7U?Ik@7V?Hj@8W?Gj@8V?Gl@8U?Gk@8V?Gl@8U?Gl@8W?Dj@;m?N2O1N2N4KURi4'}, 'bbox': [526, 349, 143, 65], 'area': 9295, 'iscrowd': 1}
Í¼Æ¬ ID: 2057000098, Interaction ±ê×¢: {'id': 3569, 'image_id': 2057000098, 'category_id': 2, 'segmentation': {'size': [540, 960], 'counts': 'SWV44e`04K4N3L3M4L4M2M4L4M2N3M2O2N2N3f@Lh=e1N2O0O1O1O101N1O100O1O100O101O01O000000010O1O1O1O0000\\OfLfCZ3Y<hLfCX3[<gLeCZ3Z<fLeC[3[<dLeC]3[<cLdC^3m<0O1O1O10000O1000000000000001O00001O00001O001O1N101N1N3YNf1N3N2O001O1O1N3N2M3N3L3N2M4M3L3M7Hn^R:'}, 'bbox': [254, 223, 94, 129], 'area': 12126, 'iscrowd': 1}
Í¼Æ¬ ID: 2057000119, Interaction ±ê×¢: {'id': 3647, 'image_id': 2057000119, 'category_id': 2, 'segmentation': {'size': [540, 960], 'counts': 'dme32g`04J5M3M3M3M3N2N2M3O1O1O1O1O1O1O1O1O1O1O100O1O1O1O1O1O1O1O100O1O1O1000O0100000O01000O10O010000O0100000O010O1Oo@dNd>[1\\AiN`>R1cATOZ>l0fAUOY>k0gAVOW>j0jAWOU>i0kAXOT>h0nAWOQ>i0PBhNB9]>n0TBgNA;Z>n0UBgNA<Z>l0dAkN;>Q>o0mAQOS>P1lAQOS>P1jAROV>c0fALZ>3gAMY>1iAOW>1hA0X>Z10TOfAVOZ>i0gAWOY>i0gAWOY>i0gAWOY>j0eAWO[>7eA;\\>CfA<Z>ChA<X>BjA=W>BjA>W>@jA`0V>_OlA`0T>_OmA`0U>^OlAb0U>[OnAc0T>[OmAe0S>YOPBf0Q>WORBg0o=XORBg0P>VOSBNXOa0g>_OSBh0o=UOTBi0P?O1O2M4K4N4K[a^:'}, 'bbox': [223, 279, 102, 80], 'area': 8160, 'iscrowd': 1}
Í¼Æ¬ ID: 2057000123, Interaction ±ê×¢: {'id': 3697, 'image_id': 2057000123, 'category_id': 6, 'segmentation': {'size': [540, 960], 'counts': '\\QW68c`02O0O20O0000000000010O00000000001N3KPVY9'}, 'bbox': [377, 238, 19, 13], 'area': 247, 'iscrowd': 1}
Í¼Æ¬ ID: 2057000124, Interaction ±ê×¢: {'id': 3709, 'image_id': 2057000124, 'category_id': 6, 'segmentation': {'size': [540, 960], 'counts': 'gad:5e`04M2O1N2O1N2O000001O000O2N2N3M2N]gl4'}, 'bbox': [645, 422, 17, 17], 'area': 289, 'iscrowd': 1}
Í¼Æ¬ ID: 2057000127, Interaction ±ê×¢: {'id': 3726, 'image_id': 2057000127, 'category_id': 2, 'segmentation': {'size': [540, 960], 'counts': 'Vbe;3h`02O1O1O1O1O1O0O2O0N3L3N2M3L4M4L3M3LAd@FY?:k@ER?9TAFj>9ZAFU>HbAc0<Ek=2cA9f0Db=o0aBQO]=m0hBROV=m0nBROP=m0TCROj<n0XCROf<m0^CQO_<P1eCnNX<T1g12O1O1O1O100O100000000O1000000O1000O1000000000001N1000001N2N3M8H3N1N3M5IelP3'}, 'bbox': [708, 121, 68, 105], 'area': 7140, 'iscrowd': 1}
Í¼Æ¬ ID: 2057000145, Interaction ±ê×¢: {'id': 3775, 'image_id': 2057000145, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'gej42j`01N2O001O001O000000000000000000000001NjPe:'}, 'bbox': [293, 170, 20, 7], 'area': 140, 'iscrowd': 1}
Í¼Æ¬ ID: 2057000148, Interaction ±ê×¢: {'id': 3787, 'image_id': 2057000148, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'fWY35f`02N100O2O1O001O0O1N3K4E_OY@c0f?^OZ@a0h?]O[@a0R`0N2M02M2O1O2N101N100O0M4N2O10O1O2N1O01000000000000000O1I?G2N[Yi;'}, 'bbox': [199, 284, 45, 33], 'area': 1485, 'iscrowd': 1}
Í¼Æ¬ ID: 2057000157, Interaction ±ê×¢: {'id': 3808, 'image_id': 2057000157, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'YUa32S<3_HMW<2O0O1C=\\Md2M3VOjLdC`3\\<`01O0SOjCSMX<d2SDYMo;P2gDnMj;R1gDmN\\;?P3F31O010O000O1001O00000000000000000000001O00000000000000000O100000000000000O20O1O1O5LO0000000L4N2O1O10000001O00000000000000000000000000000000000001O0000000000000000000000000002N1O5K1O0001N\\U_:'}, 'bbox': [214, 170, 110, 154], 'area': 16940, 'iscrowd': 1}
Í¼Æ¬ ID: 2057000158, Interaction ±ê×¢: {'id': 3811, 'image_id': 2057000158, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': '^nn72j`01O0O10000O101N10000O1000001N1000000O100O10001O0O1000001O000O1000001N100O101O001N100000000O2O000O10000O10001O000a@^Od>c0ZAE88f<3QCH4k0W<_OdCF3U1Q<XOhCE6T1Q<7nCJQ<8nCHR<8nCIP<8PDHP<8PDHP<8PDHo;9QDGo;:oCGQ<9mCIR<8nCHR<8mCIS<7mCIS<8lCHT<8lCHS<;iCGW<_2O100000000O1000000000001O00000001O001O00001O000O2O001O1O1O0000000O2O0000000O2O2M2O1N100000010N1ZLWCY3j<cLZC\\3f<cL\\C[3e<fLZCZ3f<gLXCZ3h<gLWCY3i<=0O10000O1000001O001O0O2O0000001O0O2O0000001O000gLkBk2V=TMjBl2V=TMjBk2W=UMiBk2W=<2O0O10001O000000001O00001O001O001N2O1N2O1O2M8I7XMTBR2c>H:F:F7I7H9H7I6IX_f4'}, 'bbox': [483, 227, 191, 148], 'area': 28268, 'iscrowd': 1}
Í¼Æ¬ ID: 2057000168, Interaction ±ê×¢: {'id': 3841, 'image_id': 2057000168, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'ef`32j`01O1N2N6K1N1O2M2O2J6LJY@]Oe?>c@BV?c0k@]OT?d0l@\\OT?3]@;?BT?2_@O15;KU?0h@52KV?1_@O16:JV?1_@<1D2O]?3^@:3E2N\\?f0`@^O3M]?m0c@SO]?9_@64A^?6a@81C]?4c@:NC_?5`@b0a?=4KO1L4N2O1O1O1N2M3M3H9L3O10OO2M3O0FkMnAS2T>9100PNeAa1Z>[NlA1JL2n0V>VOQBKMNMP12oNe=<`BFMOMo0NTOd=<cBEIN1Z1_=XOdBKMn0]=nN`BL2:No0\\=nNdBX2^=eMcB[2]=bMfBL0U2Y=mMiBL04Jg1]=YNhBNOW2R=bMmB:0c2S=TMlB]3e<eL`Cb3m<00000000bLlBU3S=kLmBU3S=kLmBU3S=jLnBV3R=jLnBV3R=jLnBV3R=iLoBW3Q=:B`L^Cb3a<=00010O2oKZCh3h<ULYCk3e<7N200O101O00000O1N2M3N2M3N3N1001O0000XOaKSE^4k:fKTEZ4h:kK[EQ4b:RL_Em3]:WLcEj3Z:XLgEg3V:\\LjEd3R:aLmE_3o9gLoEY3n9jLRFV3j9oLUFQ3h9RMWFo2[9aK^Fc16m2[9dKYFc1;i2[9aMeF`2Y9bMfF^2Z9bMgF]2X9eMhFZ2W9gMiFY2V9iMjFT2X9lMhFS2X9oMgFn1\\9RNeFl1[9VNeFh1\\9XNdFc1`9_N`F^1b9bN^F]1b9eN]F[1c9eN]FZ1c9hN]FW1c9iN^FU1b9lN^FS1b9nN`Fm0c9SOgF?\\9CdF:]9GcFZMYOh2U:NbFYM[Oh2R:0cFYMZOg2S:0cF8[9HgF8W9IiF8V9HiF\\MYOc2l93jFZMZOc2l93iFZM]Oc2h94kFZM\\Od2g92oFXMZOg2e93SGUMVOi2e94TGTMWOh2d95TGRMXOj2c96TGnL[Ol2a96TGmL\\On2_96TGkL]OP3^97ZGJf86YGJi86UGJl86SGJn87oFHT98jFIX97eFJ\\97_FMb9g30O0101O1N1O1000001N2O001O;E0O10O01O01O001O001O1O1O00100O001000O01O0M3H9N2O0O2N2N2O0O2N1O2N1O2O0O2N2N2N1O2N2O0O100000VF\\J\\8l5RG_Jl8e5PG]Jo8e5mF]JS9e5jF]JT9f6O10001N10001N10000O2O0O10000O2O000O100O101N10000O2O0O100O101N1O1I7H9H7J6H8bNbFWKf9e4_FRKh9m4[FjJl9V5VFaJQ:^5g0O2O0O100O2O0O1O1O100O2O0O100O101N100O1O101N100O1O2O0O10000O2O0O1O101N1O100O1O2O0O100O100O2O0O1O2O0O100O2O0O100O2N1O100O100O1O2O0O100O2O0O100O2N100O100O1O101O0O10000O101M200O1O100O100O100000000002M2O2N1O1O2N2N2N1O2N1O2N2N1O1O2N2M2O2N2N1O2N2N1O2N1N3N1O1O2N2N2N1O2N1O2N1N3N1O2N2N1O2N1O2N2N1O1O2N2N2N1N3N2N1O1O1O2N2N2N1O1O2N2N1O2N1O2N2M3N1O2N1O2N1O2N2N2N2N1RGoHo7S7mG[Ig7_8^O;E:F?@`0A>B;E^1bN;E:Fa0_Oc0]O9G<C<E2N5JQke4'}, 'bbox': [213, 55, 462, 427], 'area': 197274, 'iscrowd': 1}
Í¼Æ¬ ID: 2057000175, Interaction ±ê×¢: {'id': 3853, 'image_id': 2057000175, 'category_id': 2, 'segmentation': {'size': [540, 960], 'counts': '^oo4e0T`07J3M4L4M2M3N3L3M4M3L3N2N2O1N101N2O0O2O0O10001O0O2O0O101O000010O1O01N1O1O10001O00000010O1O010O001O0O2O001N10001N101O1N3N1O1N2O1N2O1N2O1N2N3L3N3L4L3N2M4M2M4M2M^R`9'}, 'bbox': [303, 173, 80, 83], 'area': 6640, 'iscrowd': 1}
Í¼Æ¬ ID: 2163140006, Interaction ±ê×¢: {'id': 3905, 'image_id': 2163140006, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'TTU85e`03Q@NP?5j@1S?4g@OX?l0N1O2O1N2N1O2N2O1N2O1N3M2M3N1O1O2N1O2N1O3N2M2N3M3N2M2N2O0O1O101N10O10O01O0O101OEXMdBh2Y=_MbBa2]=?O2O1O1O100O2N3M4M4K3N1N2O0O101N10O010O010N1000GnKfCU4X<8O2M200O2O01O00100O10O010000001O001O01O0000000QLPDR3P<mLSDQ3n;mLTDa0GZ1U<UNUD>I[1T<UNVD=H]1R<UNXD=H[1S<nM_Dc0B]1R=aNRC[1Q=bNRC[1Q=bNSC[1P=`NXCX1Q=^NTC^1V>N3L3L3O3L3N2O2N2O1N2O1O2M3M3M4Kfhd5'}, 'bbox': [495, 3, 122, 163], 'area': 19886, 'iscrowd': 1}
Í¼Æ¬ ID: 2163140006, Interaction ±ê×¢: {'id': 3906, 'image_id': 2163140006, 'category_id': 2, 'segmentation': {'size': [540, 960], 'counts': 'TTU85e`03Q@NP?5j@1S?4g@OX?l0N1O2O1N2N2N1O2O1N2N2O2L3N2N1O2N1O1O2N2O1N3M2N3M3N2M2N2O0O1O2O000O10O001O001N10EXMdBh2Y=_MbBa2]=?O2O1O1O1O102M3M4M3L3N2M100O2O0O100O010O01O0O10F:O2L3O101O0001O00100O010O10000001O001O000001O000QLPDR3P<nLRDP3n;oLTD?HZ1U<UNUD?HZ1T<VNWD=G\\1S<UNXD=H[1R<QN^Da0C\\1Q<lMbDe0A\\1R=aNRC\\1P=aNTC[1P=`NXCX1P=_NUC^1U>M3L4M3N2N3L3O2N2O1N2O1O2M2N4L4Lehd5'}, 'bbox': [495, 3, 122, 163], 'area': 19886, 'iscrowd': 1}
Í¼Æ¬ ID: 2163140007, Interaction ±ê×¢: {'id': 3916, 'image_id': 2163140007, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'cm[:9a`04K4L4N3]@ZOj>i0QA^Ok>d0RA_Ol>c0QA@m>a0QABm>b0o@@o>W1O2M3L3N2N3N1O2M2O2M2N2O1O2O0O2N101N2N1O100O100O010O10O001N1N3M2O200O11O0O100O10000O101O002N1N2O2N001O1O1N2O000O2O001N2O0O2O1N101N2O1O1O0O10O1000O0100000000O100001O0000001O1O00100O00010O0010O001O1UOQCfMP=Y2TCdMm<[2UCbMm<]2VC_Mk<a2WC[Ml<d2g0O00100O001O001O0000O100000]NRB8n=EWB9i=C\\B<c=D_B;a=E_B;a=E`B:a=E`B;_=EbB:^=FcB9]=GdB8\\=HeB8Z=HfB8Z=HgB7Z=HgB8X=HiB7X=HhB8X=HhB8Y=GhB8Z=GeB9\\=EfB:[=EeB:_=CbB<a=A`BJWO3[>2`BGZO4W>4RCHP=8j10001O00001O0O2N2Ncmh2'}, 'bbox': [629, 171, 162, 123], 'area': 19926, 'iscrowd': 1}
Í¼Æ¬ ID: 2163140007, Interaction ±ê×¢: {'id': 3917, 'image_id': 2163140007, 'category_id': 2, 'segmentation': {'size': [540, 960], 'counts': 'cm[:9a`04K4L5M2]@\\Oj>g0RA^Ok>d0QA@m>b0QA@m>a0QABm>a0PAAn>X1N1N3L3N3M2O2N1N2N3N1N2O2N100O2N101N2N1O100O100O010O10O001N1N3M2O2O1001N10000O10000O101O002M2O1O2N1O001O1N2O000O2O001N2O0O2O1N101O1N2O1O0O1000O10O10O1000000O1001O000000001O1O010O1O0010O00010O001O1TORCgMo<X2UCeMl<Z2VCcMl<\\2WC`Mj<`2XC\\Mk<d2g0O001O100O00001O0000O1000bNkA5U>FRB8n=EWB9i=C\\B<c=D_B;a=E`B:`=F`B:`=FaB9_=GbB9^=FcB9]=GdB8\\=HeB8Z=HfB8Z=HgB7Z=HgB8X=HiB7X=HhB8X=HhB8Y=HgB7[=GeB9\\=FeB9]=EcB:`=CbB<a=A`BJWO3[>2`BGZO4W>4RCHP=8j10001O0000001N2N2Ncmh2'}, 'bbox': [629, 171, 162, 123], 'area': 19926, 'iscrowd': 1}
Í¼Æ¬ ID: 2163140009, Interaction ±ê×¢: {'id': 3933, 'image_id': 2163140009, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'Ulk41i`06K2N2N2N101O00000O20O0000001O010O1O001O010O1O1O001000O1O01O0000001O1O1O2N2M]iY:'}, 'bbox': [295, 314, 39, 22], 'area': 858, 'iscrowd': 1}
Í¼Æ¬ ID: 2163140009, Interaction ±ê×¢: {'id': 3934, 'image_id': 2163140009, 'category_id': 2, 'segmentation': {'size': [540, 960], 'counts': 'Tlk43g`05L2N2O1N101O000O101O01O000010O01O1O001O010O1O001O1O0100O10O00001O002N1N3NYZZ:'}, 'bbox': [295, 314, 38, 22], 'area': 836, 'iscrowd': 1}
Í¼Æ¬ ID: 2163140012, Interaction ±ê×¢: {'id': 3948, 'image_id': 2163140012, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'clP25d`06K4M2M4N1N2N3M2O1N2N3N1N1O3N1N2O1N3N1N2O1N3N1O1M3O1O2M102N1N2O1O2N1O1O1O1O1O1O100O2O0O1O11N0100O100O10000O1000O100000000000O01000000000000000000O100000O100000000000O100000O10O10001O0000O10000001O000O11OO1000001O0O10001O000000000000000O2O1O001O0O100000001O000000001N10001O0000001O000O1000001O000000000O2O001O000000001O0000000010O1O2N1O1O100O1O0010N10000O2O00000O2O000O100O2O000O1O100O100O1O1O1O1O1O001O001O001O0O2O001N101O1O0O2O1N1O2N3N1N3M3N1N3L4M3K6J^_Q:'}, 'bbox': [123, 8, 227, 221], 'area': 50167, 'iscrowd': 1}
Í¼Æ¬ ID: 2163140012, Interaction ±ê×¢: {'id': 3949, 'image_id': 2163140012, 'category_id': 2, 'segmentation': {'size': [540, 960], 'counts': 'clP25d`06K4L3N3N1N2N3M2O1N2N3N1N1O3N1N2O1N3N1N2O1N2O2N1M3O1O2M102N1O1N2O2N1O1O1O1O1O1O100O2O0O11OO1O01000O100O100O1000O100000000000O01000000000000000O11N100000O100000000000O100000O10O10001O0000O10000001O0O1000000000001O0O10001O000000000000O11N2O001O001N100000001O000000001N10001O0000001O000O1001OO2O000000000O2O001O00000000001O00000010O1O2N1O1O100O1O0001O00000O2O00000O101O0O100O2O000O100O1O100O1O1O1O1O1O001O001O001O0O2O001O0O2O001N2O1N1O2N3N1N3M3N2M2M4M3K6J^_Q:'}, 'bbox': [123, 8, 227, 221], 'area': 50167, 'iscrowd': 1}
Í¼Æ¬ ID: 2163140017, Interaction ±ê×¢: {'id': 3962, 'image_id': 2163140017, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'jom7192U`00j_O0U`01k_O0S`01m_O0Q`01o_O0P`03m_OMS`0?N5L3M1O001O01O00001O0O2DS@Fn?9T@Eo?8=JPe`7'}, 'bbox': [481, 345, 22, 31], 'area': 682, 'iscrowd': 1}
Í¼Æ¬ ID: 2163140017, Interaction ±ê×¢: {'id': 3963, 'image_id': 2163140017, 'category_id': 2, 'segmentation': {'size': [540, 960], 'counts': '^]l71b`0<L2N2N2O1N1O2O1O0O6K1O1O1O01O0000010N101N2ES@Do?:;N3L5GXc_7'}, 'bbox': [478, 343, 27, 34], 'area': 918, 'iscrowd': 1}
Í¼Æ¬ ID: 2163140017, Interaction ±ê×¢: {'id': 3964, 'image_id': 2163140017, 'category_id': 2, 'segmentation': {'size': [540, 960], 'counts': 'n[W82g`05J5M2O10001N1000001O1O01O1M3N5I]mY7'}, 'bbox': [499, 223, 17, 19], 'area': 323, 'iscrowd': 1}
Í¼Æ¬ ID: 2163140017, Interaction ±ê×¢: {'id': 3967, 'image_id': 2163140017, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'ne_81]`01g_O7V`0:N1O1O2O0O10O2H7M4N2MZgS7'}, 'bbox': [515, 85, 13, 24], 'area': 312, 'iscrowd': 1}
Í¼Æ¬ ID: 2163140033, Interaction ±ê×¢: {'id': 4030, 'image_id': 2163140033, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': 'eTf15d`05M2N2O0O10000O100000000000000000000O1000000000000000O10000000000000O1000000000000000O1000000000000000O100000000000O10000000000000000O10O1000000000000000O100000O100000000000O10000000000000O100000O1000000000000000O1000000000O1000000000O1000000000O100000000000001O00000O100000001O00000000001N10000000001O000O10001O000000001O0O10001O000000001N100000001OaYW;'}, 'bbox': [102, 350, 176, 24], 'area': 4224, 'iscrowd': 1}
Í¼Æ¬ ID: 2163140033, Interaction ±ê×¢: {'id': 4031, 'image_id': 2163140033, 'category_id': 2, 'segmentation': {'size': [540, 960], 'counts': 'eTf15e`04L3N101N10000O1000000000000000000000000O100000O100000000000000000000000O1000O100000000000000000000000000O0100000000000000000000000O100000O1000000000O10000000000000O1000O100000000000000000000O010000000000000000000000O1000O100000000000000000O0100000000000001O00000O10000000001O000000000O101O000000001O000O10001O000000001N100000001O00000O2O000000001O]jW;'}, 'bbox': [102, 350, 175, 24], 'area': 4200, 'iscrowd': 1}
Í¼Æ¬ ID: 2163140040, Interaction ±ê×¢: {'id': 4078, 'image_id': 2163140040, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': '`kl85[`0?G8C<N2N2O0O2N101N100O1O010O10000000O100O2O1N2N2O1N2K4J7I7H9I`a\\6'}, 'bbox': [540, 59, 32, 52], 'area': 1664, 'iscrowd': 1}
Í¼Æ¬ ID: 2163140040, Interaction ±ê×¢: {'id': 4079, 'image_id': 2163140040, 'category_id': 2, 'segmentation': {'size': [540, 960], 'counts': 'akl85[`0?E9E;N2N2O1N1O2O0O100O1O100O1000O100O10001N2O1N2N2N2L3J7K5G9J8HbP\\6'}, 'bbox': [540, 59, 33, 52], 'area': 1716, 'iscrowd': 1}
Í¼Æ¬ ID: 2163140042, Interaction ±ê×¢: {'id': 4096, 'image_id': 2163140042, 'category_id': 1, 'segmentation': {'size': [540, 960], 'counts': '\\md<1j`0001O01O010O010OgQ10YnN1O1O1N2O2WO0b@2[?i0O1N2O2N1O1O100O100O1000000O10000000O101O000000001O0O10001O000O2O001O001N101O0O2O1N101N2N2O1N2N3N1N3L4L5J]mo1'}, 'bbox': [767, 406, 71, 51], 'area': 3621, 'iscrowd': 1}
